date,district,state,commodity,modal_price,arrivals_qtl,rainfall_mm,t_max,t_min,rh_pct,soil_moisture_z,ndvi,is_closed_day,modal_price_winsorized_robust,arrivals_clean_robust,rainfall_mm_robust,ndvi_clean_robust,soil_moisture_z_robust
2024-01-13,Karnal,Haryana,Wheat,2181.82,1769.6,0.0,20.33,6.47,30.2,-0.46,0.3611621092161922,False,-0.20617024057356756,0.052556717618664546,0.0,0.15480570868628074,-0.06673658118028412
2024-01-14,Karnal,Haryana,Wheat,2181.82,0.0,0.0,17.52,7.3,35.6,-0.465,0.37066673513050197,True,-0.20617024057356756,-0.4030120675784392,0.0,0.18145215052642644,-0.07055010010487178
2024-01-15,Karnal,Haryana,Wheat,2614.2,971.9,0.0,17.36,8.23,35.6,-0.438,0.3802462582078963,False,-0.004347968147574218,-0.15280450522928396,0.0,0.20830856832124067,-0.04995709791209839
2024-01-16,Karnal,Haryana,Wheat,2310.71,1244.0,0.0,17.35,5.88,33.1,-0.462,0.3899,False,-0.14600817782092804,-0.08275462590506834,0.0,0.2353730600247793,-0.06826198875011918
2024-01-17,Karnal,Haryana,Wheat,2362.43,1606.4,0.0,17.89,7.67,30.8,-0.372,0.39962728205843795,False,-0.12186680234132134,0.01054223652453748,0.0,0.2626437235910983,0.00038135189245876665
2024-01-18,Karnal,Haryana,Wheat,2548.48,1277.0,0.0,18.87,7.1,35.4,-0.389,0.40942742593483483,False,-0.03502413204006752,-0.0742590506838294,0.0,0.2901186569742532,-0.0125846124511393
2024-01-19,Karnal,Haryana,Wheat,2734.91,1951.6,0.0,18.45,5.83,34.7,-0.377,0.4192997531808157,False,0.051995911089535926,0.09941110217216415,0.0,0.3177959581283006,-0.0034321670321288997
2024-01-20,Karnal,Haryana,Wheat,2492.84,1454.9,0.0,17.81,6.82,32.7,-0.36,0.4292435853480052,False,-0.0609952482752825,-0.028460176991150374,0.0,0.3456737250072959,0.009533797311469167
2024-01-21,Karnal,Haryana,Wheat,2492.84,0.0,0.0,19.26,8.59,29.8,-0.588,0.4392582439880283,True,-0.0609952482752825,-0.4030120675784392,0.0,0.37375005556529517,-0.16436266564972826
2024-01-22,Karnal,Haryana,Wheat,2442.09,1716.1,0.0,17.13,5.72,35.1,-0.595,0.44934305065250973,False,-0.08468385627199643,0.03878358809332263,0.0,0.4020230477563542,-0.16970159214415098
2024-01-23,Karnal,Haryana,Wheat,2298.42,894.7,0.0,17.83,6.82,32.7,-0.712,0.45949732689307443,False,-0.15174478850624062,-0.17267900241351564,0.0,0.43049079953452923,-0.2589379349795023
2024-01-24,Karnal,Haryana,Wheat,2360.0,1336.7,0.0,18.18,7.86,29.8,-0.802,0.4697203942613472,False,-0.12300105490155802,-0.058889782783588036,0.0,0.45915140885387595,-0.3275812756220803
2024-01-25,Karnal,Haryana,Wheat,2380.51,1183.1,0.0,18.6,8.56,35.2,-0.871,0.48001157430895286,False,-0.11342758987667904,-0.09843282381335476,0.0,0.48800297366845036,-0.38020783678139
2024-01-26,Karnal,Haryana,Wheat,2380.51,0.0,0.0,20.1,6.28,43.0,-0.89,0.49037018858751624,False,-0.11342758987667904,-0.4030120675784392,0.0,0.5170435919323082,-0.39469920869482317
2024-01-27,Karnal,Haryana,Wheat,2356.69,1606.7,0.0,17.49,6.92,33.2,-0.847,0.5007955586486622,False,-0.12454606559060476,0.010619469026548731,0.0,0.5462713615995056,-0.3619029459433692
2024-01-28,Karnal,Haryana,Wheat,2356.69,0.0,0.0,18.93,7.25,42.5,-0.823,0.5112870060440156,True,-0.12454606559060476,-0.4030120675784392,0.0,0.5756843806240984,-0.3435980551053484
2024-01-29,Karnal,Haryana,Wheat,2451.43,902.0,0.0,19.31,6.01,45.6,-0.828,0.5218438523252013,False,-0.08032421885939937,-0.17079967819790823,0.0,0.6052807469601428,-0.34741157402993605
2024-01-30,Karnal,Haryana,Wheat,2435.43,823.4,0.0,16.89,6.42,30.2,-0.789,0.5324654190438439,False,-0.08779254847412692,-0.19103459372485918,0.0,0.6350585585616941,-0.31766612641815234
2024-01-31,Karnal,Haryana,Wheat,2112.38,1639.0,0.0,19.45,8.68,35.0,-0.75,0.5431510277515685,False,-0.23858279110148514,0.018934835076428045,0.0,0.6650159133828086,-0.28792067880636857
2024-02-01,Karnal,Haryana,Wheat,2593.59,1170.2,0.0,17.52,8.16,45.5,-0.737,0.5539,False,-0.013968110232544986,-0.10175382139983905,0.0,0.6951509093775423,-0.2780055296024406
2024-02-02,Karnal,Haryana,Wheat,2575.73,1946.2,0.0,17.09,8.43,34.4,-0.857,0.5650742752427848,False,-0.02230463316498467,0.09802091713596144,0.0,0.7264782522995145,-0.36952998379254454
2024-02-03,Karnal,Haryana,Wheat,2331.29,890.6,0.0,21.12,6.74,35.2,-0.903,0.5769410246350752,False,-0.13640203885398478,-0.17373451327433623,0.0,0.7597469627531457,-0.404614357898751
2024-02-04,Karnal,Haryana,Wheat,2331.29,0.0,0.0,21.24,9.28,26.6,-0.897,0.5893574172807552,True,-0.13640203885398478,-0.4030120675784392,0.0,0.7945566109686957,-0.4000381351892458
2024-02-05,Karnal,Haryana,Wheat,2307.18,2118.1,0.0,20.59,7.46,32.3,-0.848,0.6021806222837077,False,-0.1476558780421774,0.14227514078841516,0.0,0.830506767176422,-0.36266564972828674
2024-02-06,Karnal,Haryana,Wheat,2491.91,1795.7,0.0,18.38,6.84,37.8,-0.931,0.6152678087478166,False,-0.06142934493413867,0.059275945293644466,0.0,0.8671970016065841,-0.42597006387644193
2024-02-07,Karnal,Haryana,Wheat,2197.31,3235.9,0.0,17.51,6.5,47.1,-0.924,0.628476145776965,False,-0.19893996396530955,0.4300434432823814,0.0,0.9042268844894396,-0.4206311373820193
2024-02-08,Karnal,Haryana,Wheat,2609.6,2595.4,0.0,20.21,8.44,34.0,-1.012,0.6416628024750367,False,-0.006495112911808346,0.26515205148833476,0.0,0.9411959860552482,-0.48774907045476207
2024-02-09,Karnal,Haryana,Wheat,2477.71,1639.0,0.0,19.18,6.83,26.7,-0.932,0.6546849479459151,False,-0.06805748746720928,0.018934835076428045,0.0,0.9777038765342685,-0.4267327676613596
2024-02-10,Karnal,Haryana,Wheat,2480.55,2070.8,0.0,17.82,9.39,28.0,-0.909,0.6673997512934836,False,-0.06673185896059508,0.13009814963797275,0.0,1.0133501261567583,-0.4091905806082562
2024-02-11,Karnal,Haryana,Wheat,2480.55,0.0,0.0,19.58,6.89,34.8,-0.986,0.6796643816216258,True,-0.06673185896059508,-0.4030120675784392,0.0,1.0477343051529773,-0.4679187720469062
2024-02-12,Karnal,Haryana,Wheat,2087.12,3189.2,0.0,17.58,9.48,40.9,-1.054,0.691336008034225,False,-0.25037341648073635,0.4180209171359614,0.0,1.080455983753183,-0.5197826294212985
2024-02-13,Karnal,Haryana,Wheat,2505.67,2074.3,0.0,21.6,8.62,38.2,-1.008,0.702271799635165,False,-0.05500658146547288,0.13099919549477082,0.0,1.1111147321876356,-0.4846982553150919
2024-02-14,Karnal,Haryana,Wheat,2088.47,1207.6,0.0,18.76,7.3,37.3,-0.907,0.7123289255283289,False,-0.24974327616949377,-0.09212550281576828,0.0,1.1393101206865923,-0.40766517303842115
2024-02-15,Karnal,Haryana,Wheat,2502.61,1675.3,0.0,20.66,9.66,41.5,-0.969,0.7213645548176004,False,-0.0564348995042895,0.028279967819790863,0.0,1.1646417194803123,-0.4549528077033082
2024-02-16,Karnal,Haryana,Wheat,2187.24,3614.0,0.0,19.17,9.47,31.4,-0.908,0.729235856606863,False,-0.2036403439165788,0.5273821399839099,0.0,1.1867090987990543,-0.40842787682333875
2024-02-17,Karnal,Haryana,Wheat,2046.43,4935.5,0.0,20.21,7.84,35.1,-0.936,0.7358,False,-0.26936631223219026,0.8675913113435237,0.0,1.2051118288730769,-0.4297835828010297
2024-02-18,Karnal,Haryana,Wheat,2046.43,0.0,0.0,20.42,7.94,32.4,-0.885,0.7416627524479804,True,-0.26936631223219026,-0.4030120675784392,0.0,1.2215481929695409,-0.3908856897702354
2024-02-19,Karnal,Haryana,Wheat,2546.28,2213.0,0.0,18.89,8.32,33.6,-0.834,0.7474932731538148,False,-0.03605102736209247,0.1667063555913114,0.0,1.2378941946203657,-0.35198779673944125
2024-02-20,Karnal,Haryana,Wheat,2140.53,2004.4,0.0,22.53,8.24,30.0,-0.828,0.7532438188494492,False,-0.22544319868557383,0.1130040225261465,0.0,1.2540159844529486,-0.34741157402993605
2024-02-21,Karnal,Haryana,Wheat,2623.16,5714.5,0.0,21.76,8.87,33.3,-0.7696666666666666,0.75886664626683,False,-0.00016570356332677591,1.0681383748994369,0.0,1.2697797130946868,-0.30292051990974667
2024-02-22,Karnal,Haryana,Wheat,2427.88,4310.5,10.24,22.61,10.0,37.9,-0.7113333333333334,0.764314012137903,False,-0.09131666651107635,0.7066902654867258,10.24,1.2850515311729769,-0.25842946578955733
2024-02-23,Karnal,Haryana,Wheat,2327.74,3471.2,0.0,22.52,9.78,33.1,-0.653,0.7695381731946145,False,-0.13805907448725252,0.4906194690265487,0.0,1.2996975893152165,-0.21393841166936792
2024-02-24,Karnal,Haryana,Wheat,2214.96,3379.6,0.0,21.3,10.47,34.2,-0.654,0.7744913861689107,False,-0.1907014628590632,0.46703781174577635,0.0,1.3135840381488024,-0.21470111545428544
2024-02-25,Karnal,Haryana,Wheat,2214.96,0.0,0.0,22.88,8.05,37.0,-0.667,0.7791259077927377,True,-0.1907014628590632,-0.4030120675784392,0.0,1.3265770283011322,-0.22461626465821338
2024-02-26,Karnal,Haryana,Wheat,2361.96,5788.1,0.0,19.25,9.31,41.2,-0.744,0.7833939947980416,False,-0.12208618452375387,1.0870860820595336,0.0,1.3385427103996024,-0.2833444560968634
2024-02-27,Karnal,Haryana,Wheat,2435.18,3572.6,0.0,19.86,10.07,41.6,-0.693,0.7872479039167686,False,-0.08790924112435704,0.5167240547063556,0.0,1.3493472350716103,-0.24444656306606916
2024-02-28,Karnal,Haryana,Wheat,2163.97,3469.1,0.0,19.3,9.98,38.8,-0.659,0.790639891880865,False,-0.21450209579999815,0.49007884151246983,0.0,1.3588567529445537,-0.2185146343788731
2024-02-29,Karnal,Haryana,Wheat,2120.86,3735.8,13.38,20.69,8.42,32.7,-0.443,0.7935222154222767,False,-0.23462457640567955,0.5587385358004828,13.38,1.3669374146458286,-0.053770616836686054
2024-03-01,Karnal,Haryana,Wheat,2216.61,4914.9,0.0,21.11,11.33,33.2,-0.413,0.7958471312729499,False,-0.18993129136754439,0.8622880128720837,0.0,1.3734553708028328,-0.030889503289160056
2024-03-02,Karnal,Haryana,Wheat,2512.16,4808.0,61.79,20.72,9.95,52.2,0.954,0.7975668961648308,False,-0.051977240265499124,0.834767497988737,61.79,1.3782767720429632,1.011726570693107
2024-03-03,Karnal,Haryana,Wheat,2512.16,0.0,0.0,23.37,10.37,31.7,0.743,0.7986337668298654,True,-0.051977240265499124,-0.4030120675784392,0.0,1.3812677689936166,0.8507960720755076
2024-03-04,Karnal,Haryana,Wheat,2444.03,5724.9,0.0,21.38,10.14,36.7,0.54,0.799,False,-0.0837783213062107,1.070815768302494,0.0,1.3822945122821906,0.6959672037372485
2024-03-05,Karnal,Haryana,Wheat,2229.25,4652.8,0.0,21.18,12.36,27.0,0.366,0.7986619767441862,False,-0.18403131097190967,0.7948125502815769,0.0,1.3813468561505484,0.5632567451615977
2024-03-06,Karnal,Haryana,Wheat,1938.49,5003.2,0.0,22.51,9.51,43.5,0.302,0.797678046511628,False,-0.319749530895546,0.8850201126307321,0.0,1.3785883846490925,0.5144437029268757
2024-03-07,Karnal,Haryana,Wheat,2123.08,7504.8,0.0,20.85,9.45,41.0,0.225,0.7960934186046512,False,-0.2335883456716362,1.529036202735318,0.0,1.3741458431180307,0.45571551148822576
2024-03-08,Karnal,Haryana,Wheat,2302.67,4452.3,0.0,23.97,10.89,37.4,0.156,0.7939533023255814,False,-0.14976101345232862,0.7431954947707161,0.0,1.36814597689757,0.40308895032891595
2024-03-09,Karnal,Haryana,Wheat,2521.26,8674.6,0.0,20.85,10.58,34.7,0.045,0.7913029069767442,False,-0.04772962779712266,1.8301914722445698,0.0,1.360715531327918,0.31842883020306983
2024-03-10,Karnal,Haryana,Wheat,2521.26,0.0,0.0,25.11,9.94,41.1,-0.05900000000000001,0.7881874418604651,True,-0.04772962779712266,-0.4030120675784392,0.0,1.3519812517492815,0.23910763657164646
2024-03-11,Karnal,Haryana,Wheat,2521.26,0.0,0.0,24.3,10.85,38.4,-0.163,0.7846521162790698,False,-0.04772962779712266,-0.4030120675784392,0.0,1.3420698835018685,0.15978644294022307
2024-03-12,Karnal,Haryana,Wheat,1936.38,10664.8,0.0,21.88,12.96,40.5,-0.212,0.7807421395348837,False,-0.32073441686348814,2.3425518905872886,0.0,1.3311081719258855,0.12241395747926398
2024-03-13,Karnal,Haryana,Wheat,2341.29,22523.4,0.0,21.18,11.63,34.7,-0.3,0.7765027209302325,False,-0.13173433284478006,5.39544971842317,0.0,1.3192228623615403,0.05529602440652112
2024-03-14,Karnal,Haryana,Wheat,1853.6947,10352.3,0.0,24.99,11.69,43.9,-0.493,0.7719790697674418,False,-0.35932948403177767,2.2621013676588895,0.0,1.3065407001490401,-0.09190580608256267
2024-03-15,Karnal,Haryana,Wheat,1853.6947,0.0,0.0,24.66,12.5,40.8,-0.634,0.7672163953488371,False,-0.35932948403177767,-0.4030120675784392,0.0,1.2931884306285921,-0.19944703975593478
2024-03-16,Karnal,Haryana,Wheat,2317.99,20357.0,0.0,24.93,11.57,37.5,-0.703,0.7622599069767441,False,-0.14261008784622714,4.8377280772325015,0.0,1.2792927991404035,-0.2520736009152445
2024-03-17,Karnal,Haryana,Wheat,2317.99,0.0,0.0,25.29,11.05,41.3,-0.697,0.7571548139534884,True,-0.14261008784622714,-0.4030120675784392,0.0,1.264980551024682,-0.2474973782057393
2024-03-18,Karnal,Haryana,Wheat,1977.24,16681.6,0.0,22.33,11.25,32.9,-0.757,0.7519463255813953,False,-0.3016621701098777,3.8915269509251806,0.0,1.2503784316216344,-0.2932596053007913
2024-03-19,Karnal,Haryana,Wheat,2075.62,9699.9,0.0,23.78,13.09,29.2,-0.806,0.7466796511627906,False,-0.25574127839132177,2.0941464199517297,0.0,1.2356131862714679,-0.33063209076175043
2024-03-20,Karnal,Haryana,Wheat,2156.95,14088.2,0.0,22.87,14.45,36.6,-0.767,0.7414,False,-0.21777882541845986,3.2238777152051488,0.0,1.2208115603143905,-0.3008866431499666
2024-03-21,Karnal,Haryana,Wheat,2117.89,15824.6,0.0,26.41,11.58,34.7,-0.812,0.7355966197144107,False,-0.23601088509041346,3.67089943684634,0.0,1.2045416474687538,-0.3352083134712556
2024-03-22,Karnal,Haryana,Wheat,2332.25,14121.2,0.0,25.51,12.27,34.0,-0.737,0.7287944606934897,False,-0.1359539390771011,3.2323732904263878,0.0,1.1854716349956163,-0.2780055296024406
2024-03-23,Karnal,Haryana,Wheat,1975.4,8646.2,0.0,24.37,14.95,41.1,-0.682,0.7210922863886824,False,-0.30252102801557135,1.822880128720837,0.0,1.1638784085492477,-0.23605682143197637
2024-03-24,Karnal,Haryana,Wheat,1975.4,0.0,0.0,23.35,12.34,35.8,-0.702,0.7125888602514334,True,-0.30252102801557135,-0.4030120675784392,0.0,1.1400388537839161,-0.25131089713032695
2024-03-25,Karnal,Haryana,Wheat,1975.4,0.0,16.58,24.65,12.71,41.3,-0.5145,0.7033829457331879,False,-0.30252102801557135,-0.4030120675784392,16.58,1.11422985635389,-0.1083039374582896
2024-03-26,Karnal,Haryana,Wheat,1853.6947,20138.5,0.0,24.9,14.12,33.4,-0.327,0.6935733062853912,False,-0.35932948403177767,4.781477071600965,0.0,1.0867283019134384,0.03470302221374772
2024-03-27,Karnal,Haryana,Wheat,2000.59,28300.3,0.0,26.91,14.06,39.4,-0.407,0.6832587053594879,False,-0.29076307657838474,6.882664521319388,0.0,1.0578110761168296,-0.026313280579654857
2024-03-28,Karnal,Haryana,Wheat,1921.83,22980.0,0.0,26.68,14.92,38.5,-0.409,0.6725379064069232,False,-0.3275259291068811,5.512997586484312,0.0,1.0277550646183327,-0.02783868814948992
2024-03-29,Karnal,Haryana,Wheat,1952.42,14832.6,0.0,28.0,16.31,39.4,-0.402,0.6615096728791423,False,-0.3132474164247238,3.41551729686243,0.0,0.9968371530722159,-0.022499761655067233
2024-03-30,Karnal,Haryana,Wheat,1952.42,0.0,0.0,26.32,15.53,32.5,-0.516,0.6502727682275901,False,-0.3132474164247238,-0.4030120675784392,0.0,0.9653342271327479,-0.10944799313566594
2024-03-31,Karnal,Haryana,Wheat,1952.42,0.0,14.33,24.93,14.08,45.8,-0.221,0.6389259559037114,True,-0.3132474164247238,-0.4030120675784392,14.33,0.9335231724541968,0.11554962341500619
2024-04-01,Karnal,Haryana,Wheat,2013.88,16045.1,0.0,27.8,17.07,44.2,-0.289,0.6275679993589515,False,-0.2845596952921516,3.7276653258246184,0.0,0.9016808746908318,0.06368576604061399
2024-04-02,Karnal,Haryana,Wheat,2013.88,0.0,0.0,28.21,16.11,39.2,-0.306,0.6162976620447554,False,-0.2845596952921516,-0.4030120675784392,0.0,0.8700842194969218,0.05071980169701592
2024-04-03,Karnal,Haryana,Wheat,2013.88,0.0,0.0,27.5,16.09,31.0,-0.401,0.6052137074125681,False,-0.2845596952921516,-0.4030120675784392,0.0,0.8390100925267345,-0.0217370578701497
2024-04-04,Karnal,Haryana,Wheat,2014.9,22739.5,0.0,28.65,15.8,31.0,-0.493,0.5944148989138347,False,-0.28408358927921273,5.451082864038616,0.0,0.8087353794345395,-0.09190580608256267
2024-04-05,Karnal,Haryana,Wheat,2014.9,0.0,0.0,27.6,14.66,33.1,-0.527,0.584,False,-0.28408358927921273,-0.4030120675784392,0.0,0.7795369658746044,-0.11783773476975881
2024-04-06,Karnal,Haryana,Wheat,1938.13,35068.2,0.0,27.93,16.86,32.2,-0.496,0.5736310986377597,False,-0.31991756831187734,8.625004022526147,0.0,0.7504675075302035,-0.09419391743731527
2024-04-07,Karnal,Haryana,Wheat,1938.13,0.0,0.0,27.7,17.06,34.6,-0.613,0.5629458292800514,True,-0.31991756831187734,-0.4030120675784392,0.0,0.7205111040848249,-0.1834302602726666
2024-04-08,Karnal,Haryana,Wheat,1938.13,0.0,0.0,26.09,15.9,38.2,-0.706,0.5520062751076819,False,-0.31991756831187734,-0.4030120675784392,0.0,0.6898418071930558,-0.2543617122699971
2024-04-09,Karnal,Haryana,Wheat,1950.92,45300.9,0.0,26.66,17.1,36.4,-0.757,0.5408745193014585,False,-0.3139475723261045,11.25932743362832,0.0,0.6586336685094855,-0.2932596053007913
2024-04-10,Karnal,Haryana,Wheat,1950.92,0.0,0.0,26.52,18.1,36.0,-0.79,0.5296126450421883,False,-0.3139475723261045,-0.4030120675784392,0.0,0.627060739688702,-0.3184288302030699
2024-04-11,Karnal,Haryana,Wheat,1971.11,24257.7,0.0,29.45,17.5,33.8,-0.907,0.5182827355106786,False,-0.30452347389352025,5.841930812550282,0.0,0.5952970723852941,-0.40766517303842115
2024-04-12,Karnal,Haryana,Wheat,1971.11,0.0,0.0,28.2,18.8,34.6,-0.811,0.5069468738877368,False,-0.30452347389352025,-0.4030120675784392,0.0,0.5635167182538509,-0.3344456096863381
2024-04-13,Karnal,Haryana,Wheat,2050.15,28477.7,0.0,29.28,18.88,39.0,-0.825,0.49566714335417,False,-0.26762992559676607,6.928334674175382,0.0,0.5318937289489603,-0.34512346267518346
2024-04-14,Karnal,Haryana,Wheat,2050.15,0.0,0.0,31.28,17.96,24.9,-0.847,0.48450562709078526,True,-0.26762992559676607,-0.4030120675784392,0.0,0.5006021561252108,-0.3619029459433692
2024-04-15,Karnal,Haryana,Wheat,1992.415,17246.1,0.0,28.53,18.44,34.9,-0.75,0.47352440827838993,False,-0.2945789262409096,4.03685277554304,0.0,0.469816051437191,-0.28792067880636857
2024-04-16,Karnal,Haryana,Wheat,2131.09,28935.9,0.0,29.46,16.91,36.4,-0.72,0.4627855700977913,False,-0.2298495131582631,7.046294448913918,0.0,0.43970946653948995,-0.26503956525884254
2024-04-17,Karnal,Haryana,Wheat,2131.09,0.0,0.0,31.22,19.05,38.9,-0.7455,0.45235119572979643,False,-0.2298495131582631,-0.4030120675784392,0.0,0.41045645308669554,-0.2844885117742397
2024-04-18,Karnal,Haryana,Wheat,2131.09,0.0,0.0,29.05,18.49,29.9,-0.771,0.4422833683552127,False,-0.2298495131582631,-0.4030120675784392,0.0,0.38223106273339685,-0.30393745828963675
2024-04-19,Karnal,Haryana,Wheat,2013.72,47667.6,0.0,28.58,18.52,29.7,-0.785,0.4326441711548472,False,-0.28463437858829893,11.868614641995173,0.0,0.3552073471341821,-0.31461531127848225
2024-04-20,Karnal,Haryana,Wheat,1961.0149999999999,17874.5,0.0,29.74,20.89,37.9,-0.706,0.4234956873095072,False,-0.30923552310981245,4.1986291230893,0.0,0.3295593579436399,-0.2543617122699971
2024-04-21,Karnal,Haryana,Wheat,1950.92,0.0,0.0,29.37,18.82,25.5,-0.736,0.4149,True,-0.3139475723261045,-0.4030120675784392,0.0,0.305461146816359,-0.2772428258175231
2024-04-22,Karnal,Haryana,Wheat,1957.97,0.0,0.0,33.03,20.73,41.7,-0.839,0.40667850896456853,False,-0.3106568395896152,-0.4030120675784392,0.0,0.28241200372645836,-0.35580131566402895
2024-04-23,Karnal,Haryana,Wheat,1968.065,0.0,0.0,32.69,18.19,36.1,-0.957,0.3986151199350358,False,-0.305944790373323,-0.4030120675784392,0.0,0.25980610332101184,-0.4458003622842978
2024-04-24,Karnal,Haryana,Wheat,1940.46,15983.2,0.0,32.11,21.24,42.8,-0.856,0.39071567508257854,False,-0.31882999281173263,3.7117296862429607,0.0,0.23765982426403898,-0.368767280007627
2024-04-25,Karnal,Haryana,Wheat,1898.04,30123.1,0.0,33.39,20.52,29.6,-0.905,0.38298601657837383,False,-0.3386304017027791,7.3519292035398225,0.0,0.2159895452195601,-0.4061397654685861
2024-04-26,Karnal,Haryana,Wheat,2037.94,28536.3,0.0,33.29,21.87,32.8,-0.859,0.3754319865935985,False,-0.27332919463400507,6.943420756234915,0.0,0.1948116448515949,-0.3710553913623796
2024-04-27,Karnal,Haryana,Wheat,2037.94,0.0,0.0,30.72,18.89,23.0,-0.855,0.3680594272994295,False,-0.27332919463400507,-0.4030120675784392,0.0,0.17414250182416346,-0.3680045762227095
2024-04-28,Karnal,Haryana,Wheat,2037.94,0.0,0.0,34.1,20.82,31.0,-0.882,0.3608741808670436,True,-0.27332919463400507,-0.4030120675784392,0.0,0.15399849480128544,-0.3885975784154829
2024-04-29,Karnal,Haryana,Wheat,2072.79,16987.1,0.0,32.71,20.7,34.1,-0.896,0.3538820894676177,False,-0.25706223919192667,3.9701753821399834,0.0,0.13439600244698055,-0.39927543140432836
2024-04-30,Karnal,Haryana,Wheat,2037.94,0.0,0.0,34.12,22.76,25.2,-0.795,0.3470889952723288,False,-0.27332919463400507,-0.4030120675784392,0.0,0.11535140342526916,-0.32224234912765753
2024-05-01,Karnal,Haryana,Wheat,2072.79,0.0,0.0,34.73,20.57,33.0,-0.892,0.34050074045235373,False,-0.25706223919192667,-0.4030120675784392,0.0,0.09688107640017096,-0.3962246162646582
2024-05-02,Karnal,Haryana,Wheat,1853.6947,19979.8,0.0,32.33,22.66,25.1,-0.912,0.33412316717886936,False,-0.35932948403177767,4.740621078037007,0.0,0.07900140003570567,-0.4114786919630089
2024-05-03,Karnal,Haryana,Wheat,1935.38,16201.7,0.0,31.59,20.46,33.7,-0.851,0.3279621176230527,False,-0.3212011874644086,3.7679806918744974,0.0,0.061728752995893636,-0.36495376108303934
2024-05-04,Karnal,Haryana,Wheat,1935.38,0.0,25.14,32.33,23.08,48.3,-0.356,0.32202343395608046,False,-0.3212011874644086,-0.4030120675784392,25.14,0.045079513944754096,0.0125846124511393
2024-05-05,Karnal,Haryana,Wheat,1935.38,0.0,0.0,33.42,23.33,34.8,-0.337,0.3163129583491297,True,-0.3212011874644086,-0.4030120675784392,0.0,0.029070061546307535,0.02707598436457239
2024-05-06,Karnal,Haryana,Wheat,1965.02,17624.7,0.0,35.38,24.07,43.3,-0.346,0.3108365329733772,False,-0.3073661068531259,4.134320193081255,0.0,0.013716774464573516,0.020211650300314632
2024-05-07,Karnal,Haryana,Wheat,2077.92,20478.8,0.0,35.77,22.75,38.9,-0.391,0.3056,False,-0.25466770600920463,4.8690844730490745,0.0,-0.0009639686364277808,-0.014110020020974366
2024-05-08,Karnal,Haryana,Wheat,2567.31,8315.1,0.0,32.13,22.62,41.7,-0.479,0.3003795747328099,False,-0.02623484162473507,1.7376411906677396,0.0,-0.015599553405058744,-0.0812279530937172
2024-05-09,Karnal,Haryana,Wheat,2157.86,11238.3,0.0,34.59,24.56,31.2,-0.611,0.29499290625396907,False,-0.2173540641716221,2.4901946902654863,0.0,-0.03070120491955729,-0.18190485270283152
